DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,COUNTY_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,OFFENSE_SUBCAT_ID,OFFENSE_NAME,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT,UNFOUNDED_COUNT,CLEARED_COUNT,JUVENILE_CLEARED_COUNT
2018,IL0460000,Kankakee,,County,IL,Illinois,East North Central,KANKAKEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,MN0280000,Houston,,County,MN,Minnesota,West North Central,HOUSTON,Midwest,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,3,0,4,1
2017,MN0100000,Carver,,County,MN,Minnesota,West North Central,CARVER,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,MO0950000,St. Louis County Police Department,,County,MO,Missouri,West North Central,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,TN0330000,Hamilton,,County,TN,Tennessee,East South Central,HAMILTON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,TX0690000,Edwards,,County,TX,Texas,West South Central,EDWARDS,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,3,0,3,0
2020,TX0690000,Edwards,,County,TX,Texas,West South Central,EDWARDS,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,2,0,2,0
2019,MS0580000,Pontotoc,,County,MS,Mississippi,East South Central,PONTOTOC,South,8B,"Non-MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX0690000,Edwards,,County,TX,Texas,West South Central,EDWARDS,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,14,0,14,0
2020,TX2540000,Zavala,,County,TX,Texas,West South Central,ZAVALA,South,8D,"Non-MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,VA0250000,Cumberland,,County,VA,Virginia,South Atlantic,CUMBERLAND,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,WI0450000,Outagamie,,County,WI,Wisconsin,East North Central,OUTAGAMIE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,IL0490000,Lake,,County,IL,Illinois,East North Central,LAKE,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,ND0180000,Grand Forks,,County,ND,North Dakota,West North Central,GRAND FORKS,Midwest,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,SC0080000,Berkeley,,County,SC,South Carolina,South Atlantic,BERKELEY,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,WV0280000,Mercer,,County,WV,West Virginia,South Atlantic,MERCER,South,8B,"Non-MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,FL0020000,Baker,,County,FL,Florida,South Atlantic,BAKER,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,PALM BEACH,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,25,4,5,0
2020,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,PALM BEACH,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,3,1,0,0
2020,FL0510000,Pasco,,County,FL,Florida,South Atlantic,PASCO,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,4,1,4,0
2020,FL0640000,Volusia,,County,FL,Florida,South Atlantic,VOLUSIA,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,4,0,0
2020,GA1100000,Paulding,,County,GA,Georgia,South Atlantic,PAULDING,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,6,0,0,0
2019,MO0950000,St. Louis County Police Department,,County,MO,Missouri,West North Central,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,MO0950000,St. Louis County Police Department,,County,MO,Missouri,West North Central,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,MO0950000,St. Louis County Police Department,,County,MO,Missouri,West North Central,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,FL0270000,Hernando,,County,FL,Florida,South Atlantic,HERNANDO,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,ND0510000,Ward,,County,ND,North Dakota,West North Central,WARD,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,WY0030000,Campbell,,County,WY,Wyoming,Mountain,CAMPBELL,West,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,WV0280000,Mercer,,County,WV,West Virginia,South Atlantic,MERCER,South,8B,"Non-MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,VA0010000,Accomack,,County,VA,Virginia,South Atlantic,ACCOMACK,South,8B,"Non-MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2020,VA0010000,Accomack,,County,VA,Virginia,South Atlantic,ACCOMACK,South,8B,"Non-MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,VA0010000,Accomack,,County,VA,Virginia,South Atlantic,ACCOMACK,South,8B,"Non-MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,VA0010000,Accomack,,County,VA,Virginia,South Atlantic,ACCOMACK,South,8B,"Non-MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,MN0270000,Hennepin,,County,MN,Minnesota,West North Central,HENNEPIN,Midwest,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,TX0690000,Edwards,,County,TX,Texas,West South Central,EDWARDS,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,2,0,2,0
2019,TX0690000,Edwards,,County,TX,Texas,West South Central,EDWARDS,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,2,0,2,0
2020,GA0310100,Clayton County Police Department,,County,GA,Georgia,South Atlantic,CLAYTON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,TX2540000,Zavala,,County,TX,Texas,West South Central,ZAVALA,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,SC0230000,Greenville,,County,SC,South Carolina,South Atlantic,GREENVILLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,WI0240000,Green Lake,,County,WI,Wisconsin,East North Central,GREEN LAKE,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2019,VA0050000,Amherst,,County,VA,Virginia,South Atlantic,AMHERST,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,NC0380000,Graham,,County,NC,North Carolina,South Atlantic,GRAHAM,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,OH0020000,Allen,,County,OH,Ohio,East North Central,ALLEN,Midwest,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,MN0690000,St. Louis,,County,MN,Minnesota,West North Central,ST LOUIS,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0130000,Brantley,,County,GA,Georgia,South Atlantic,BRANTLEY,South,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0110000,Bibb,,County,GA,Georgia,South Atlantic,BIBB,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2020,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,HOWARD,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,TX0700000,Ellis,,County,TX,Texas,West South Central,ELLIS,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,MI2512500,Genesee,,County,MI,Michigan,East North Central,GENESEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,7,0,7,0
2019,MI2512500,Genesee,,County,MI,Michigan,East North Central,GENESEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,12,0,11,0
2019,MI2512500,Genesee,,County,MI,Michigan,East North Central,GENESEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,4,0,3,0
2019,MI2512500,Genesee,,County,MI,Michigan,East North Central,GENESEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,10,0,9,0
2019,MI2512500,Genesee,,County,MI,Michigan,East North Central,GENESEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2020,MI2512500,Genesee,,County,MI,Michigan,East North Central,GENESEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,MI2512500,Genesee,,County,MI,Michigan,East North Central,GENESEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,6,0,6,0
2020,MI2512500,Genesee,,County,MI,Michigan,East North Central,GENESEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,5,0,5,0
2019,GA0601300,Fulton County Police Department,,County,GA,Georgia,South Atlantic,FULTON,South,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,UT0020000,Box Elder,,County,UT,Utah,Mountain,BOX ELDER,West,9C,"MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,SC0230000,Greenville,,County,SC,South Carolina,South Atlantic,GREENVILLE,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,SC0230000,Greenville,,County,SC,South Carolina,South Atlantic,GREENVILLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,MO0490000,Jasper,,County,MO,Missouri,West North Central,JASPER,Midwest,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2018,MN0860000,Wright,,County,MN,Minnesota,West North Central,WRIGHT,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,2,0
2018,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,HI0050000,Maui Police Department,,County,HI,Hawaii,Pacific,MAUI,West,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,VA0800300,Roanoke County Police Department,,County,VA,Virginia,South Atlantic,ROANOKE,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,MN0100000,Carver,,County,MN,Minnesota,West North Central,CARVER,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,LA0080000,Bossier,,County,LA,Louisiana,West South Central,BOSSIER,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,MO0530000,Laclede,,County,MO,Missouri,West North Central,LACLEDE,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,2,0,0,0
2020,TX0070000,Atascosa,,County,TX,Texas,West South Central,ATASCOSA,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,3,0,3,0
2017,TN0470000,Knox,,County,TN,Tennessee,East South Central,KNOX,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2019,TX2050000,San Patricio,,County,TX,Texas,West South Central,SAN PATRICIO,South,9C,"MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2016,SC0230000,Greenville,,County,SC,South Carolina,South Atlantic,GREENVILLE,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2016,FL0110000,Collier,,County,FL,Florida,South Atlantic,COLLIER,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,1,0,0
2016,FL0110000,Collier,,County,FL,Florida,South Atlantic,COLLIER,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,1,0,0
2016,FL0130000,Miami-Dade,,County,FL,Florida,South Atlantic,MIAMI-DADE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,42,13,14,0
2016,FL0290000,Hillsborough,,County,FL,Florida,South Atlantic,HILLSBOROUGH,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,3,2,0
2016,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,3,0
2016,FL0360000,Lee,,County,FL,Florida,South Atlantic,LEE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,8,1,0
2016,FL0480000,Orange,,County,FL,Florida,South Atlantic,ORANGE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,3,0
2016,FL0490000,Osceola,,County,FL,Florida,South Atlantic,OSCEOLA,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,FL0500000,Palm Beach,,County,FL,Florida,South Atlantic,PALM BEACH,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,9,2,0,0
2016,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2016,FL0590000,Seminole,,County,FL,Florida,South Atlantic,SEMINOLE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,3,0
2016,FL0640000,Volusia,,County,FL,Florida,South Atlantic,VOLUSIA,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,1,0
2016,MN0690000,St. Louis,,County,MN,Minnesota,West North Central,ST LOUIS,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,OH0020000,Allen,,County,OH,Ohio,East North Central,ALLEN,Midwest,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,MO1050000,Stone,,County,MO,Missouri,West North Central,STONE,Midwest,8B,"Non-MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,BALTIMORE,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,TX0360000,Chambers,,County,TX,Texas,West South Central,CHAMBERS,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,WI0440000,Oneida,,County,WI,Wisconsin,East North Central,ONEIDA,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,MO0950000,St. Louis County Police Department,,County,MO,Missouri,West North Central,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,GA0310100,Clayton County Police Department,,County,GA,Georgia,South Atlantic,CLAYTON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,WI0180000,Eau Claire,,County,WI,Wisconsin,East North Central,EAU CLAIRE,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,MI1311300,Calhoun,,County,MI,Michigan,East North Central,CALHOUN,Midwest,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,MN0620000,Ramsey,,County,MN,Minnesota,West North Central,RAMSEY,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,ND0030000,Benson,,County,ND,North Dakota,West North Central,BENSON,Midwest,8D,"Non-MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,OR0340000,Washington,,County,OR,Oregon,Pacific,WASHINGTON,West,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,OR0340000,Washington,,County,OR,Oregon,Pacific,WASHINGTON,West,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2018,MN0270000,Hennepin,,County,MN,Minnesota,West North Central,HENNEPIN,Midwest,9D,"MSA counties under 10,000",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,TX2450000,Willacy,,County,TX,Texas,West South Central,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,MO0950000,St. Louis County Police Department,,County,MO,Missouri,West North Central,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2018,MO0950000,St. Louis County Police Department,,County,MO,Missouri,West North Central,ST LOUIS,Midwest,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,6,0,1,0
2018,TX2450000,Willacy,,County,TX,Texas,West South Central,WILLACY,South,8D,"Non-MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2018,MN0300000,Isanti,,County,MN,Minnesota,West North Central,ISANTI,Midwest,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2017,IL0600000,Madison,,County,IL,Illinois,East North Central,MADISON,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2017,IL0600000,Madison,,County,IL,Illinois,East North Central,MADISON,Midwest,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,LA0280000,Lafayette,,County,LA,Louisiana,West South Central,LAFAYETTE,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,LA0600000,Webster,,County,LA,Louisiana,West South Central,WEBSTER,South,8C,"Non-MSA counties from 10,000 thru 24,999",82,Human Trafficking,Involuntary Servitude,1,0,1,0
2019,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,MN0240000,Freeborn,,County,MN,Minnesota,West North Central,FREEBORN,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2018,TX2350000,Victoria,,County,TX,Texas,West South Central,VICTORIA,South,9C,"MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,SC0320000,Lexington,,County,SC,South Carolina,South Atlantic,LEXINGTON,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,4,0,0,0
2020,WI0070000,Burnett,,County,WI,Wisconsin,East North Central,BURNETT,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2019,TX2400000,Webb,,County,TX,Texas,West South Central,WEBB,South,9D,"MSA counties under 10,000",82,Human Trafficking,Involuntary Servitude,1,0,1,1
2020,NC0730000,Person,,County,NC,North Carolina,South Atlantic,PERSON,South,9B,"MSA counties from 25,000 thru 99,999",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2015,SC0300000,Laurens,,County,SC,South Carolina,South Atlantic,LAURENS,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,AR0600000,Pulaski,,County,AR,Arkansas,West South Central,PULASKI,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,13,0,8,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,2,2
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,4,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,1,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,4,0,1,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,16,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,4,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,4,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2019,SC0400000,Richland,,County,SC,South Carolina,South Atlantic,RICHLAND,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,5,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,2,0,0,0
2020,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",82,Human Trafficking,Involuntary Servitude,1,0,0,0
2020,WA0060000,Clark,,County,WA,Washington,Pacific,CLARK,West,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
2020,TN0630000,Montgomery,,County,TN,Tennessee,East South Central,MONTGOMERY,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,3,0,0,0
2020,TN0630000,Montgomery,,County,TN,Tennessee,East South Central,MONTGOMERY,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,3,0
2017,TX1010000,Harris,,County,TX,Texas,West South Central,HARRIS,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,TX0460000,Comal,,County,TX,Texas,West South Central,COMAL,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,0,0
2018,TX2200000,Tarrant,,County,TX,Texas,West South Central,TARRANT,South,9B,"MSA counties from 25,000 thru 99,999",81,Human Trafficking,Commercial Sex Acts,2,1,0,0
2016,TX0790000,Fort Bend,,County,TX,Texas,West South Central,FORT BEND,South,9A,"MSA counties 100,000 or over",81,Human Trafficking,Commercial Sex Acts,1,0,1,0
