GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2013,2014,2015,2016,2017,2018,2019,2020
" ""35039""","Rio Arriba, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,29560,31142,32922,33304,33531,34982,36401,40771
" ""35041""","Roosevelt, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,684958,753808,704165,707569,745777,734028,767329,862440
" ""35041""","Roosevelt, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,20033,19659,19157,19163,18889,18713,18501,18350
" ""35041""","Roosevelt, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34191,38344,36758,36924,39482,39226,41475,46999
" ""35043""","Sandoval, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4992081,5191450,5409020,5686127,5847588,6084259,6466555,7036826
" ""35043""","Sandoval, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,136356,137076,138586,140583,142832,145407,147045,148904
" ""35043""","Sandoval, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36611,37873,39030,40447,40940,41843,43977,47257
" ""35045""","San Juan, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4195983,4421321,4426521,4262525,4326446,4449110,4476721,4731433
" ""35045""","San Juan, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,129509,129143,128324,128011,127039,125652,124027,123312
" ""35045""","San Juan, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,32399,34236,34495,33298,34056,35408,36095,38370
" ""35047""","San Miguel, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,837505,894113,927552,924489,917486,957342,989362,1104080
" ""35047""","San Miguel, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,28825,28501,28223,27999,27737,27512,27337,27144
" ""35047""","San Miguel, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,29055,31371,32865,33019,33078,34797,36191,40675
" ""35049""","Santa Fe, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,7026112,7663395,7771033,8218062,8321869,8786194,9102525,9573221
" ""35049""","Santa Fe, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,147545,147876,148199,148884,149687,150128,150951,151946
" ""35049""","Santa Fe, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,47620,51823,52436,55198,55595,58525,60301,63004
" ""35051""","Sierra, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,355344,382932,397594,399680,405911,422453,443732,514960
" ""35051""","Sierra, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,11531,11277,11252,11129,11094,10963,10886,10867
" ""35051""","Sierra, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,30816,33957,35335,35913,36588,38534,40762,47388
" ""35053""","Socorro, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,513796,539401,551769,555274,551820,563977,582359,646015
" ""35053""","Socorro, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,17507,17255,17148,16989,16825,16649,16613,16541
" ""35053""","Socorro, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,29348,31261,32177,32684,32798,33875,35054,39055
" ""35055""","Taos, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1024710,1112054,1154556,1175944,1197793,1239817,1259174,1400344
" ""35055""","Taos, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,32961,32967,32806,32925,32811,32708,32752,32593
" ""35055""","Taos, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,31089,33732,35193,35716,36506,37906,38446,42965
" ""35057""","Torrance, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,416283,447816,462713,464272,465823,490276,514238,577255
" ""35057""","Torrance, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,15821,15662,15592,15466,15510,15481,15442,15486
" ""35057""","Torrance, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,26312,28593,29676,30019,30034,31670,33301,37276
" ""35059""","Union, NM",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,153000,154981,143311,150977,144853,144251,145303,168819
" ""35059""","Union, NM",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,4354,4259,4174,4166,4194,4099,4043,4026
" ""35059""","Union, NM",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35140,36389,34334,36240,34538,35192,35939,41932
" ""35061""","Valencia, NM*",6,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2181480,2304174,2371714,2453729,2494945,2612924,2714015,3019021
" ""35061""","Valencia, NM*",6,CAINC1,2.0,...,Population (persons) 1/,Number of persons,76499,75892,75665,75639,75970,76452,76953,77574
" ""35061""","Valencia, NM*",6,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,28516,30361,31345,32440,32841,34177,35268,38918
" ""36000""",New York,2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1062135398,1105907821,1154722863,1194534615,1272902952,1316439885,1361472689,1440049486
" ""36000""",New York,2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,19626488,19653431,19657321,19636391,19593849,19544098,19463131,19336776
" ""36000""",New York,2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,54117,56270,58743,60833,64964,67357,69951,74472
" ""36001""","Albany, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,15437027,16330859,16950526,16968385,18109915,18262524,18856754,20233096
" ""36001""","Albany, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,306661,307246,307521,307810,307919,306691,304752,303654
" ""36001""","Albany, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,50339,53152,55120,55126,58814,59547,61876,66632
" ""36003""","Allegany, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1433271,1495406,1524978,1525620,1586814,1599326,1704851,1861767
" ""36003""","Allegany, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,47918,47671,47352,47063,46669,46286,45915,45587
" ""36003""","Allegany, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,29911,31369,32205,32417,34001,34553,37131,40840
" ""36005""","Bronx, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,42086769,43743519,45820317,46923080,49784943,51304147,54027344,61537087
" ""36005""","Bronx, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,1421498,1430474,1439480,1443678,1439956,1432316,1418187,1401142
" ""36005""","Bronx, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,29607,30580,31831,32502,34574,35819,38096,43919
" ""36007""","Broome, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,7419849,7472812,7748756,7793025,8182543,8359252,8616267,9341066
" ""36007""","Broome, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,197953,197295,195981,194575,193255,192222,190737,189420
" ""36007""","Broome, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37483,37876,39538,40052,42341,43487,45174,49314
" ""36009""","Cattaraugus, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2709867,2778483,2850902,2845333,2996712,3011528,3134765,3428974
" ""36009""","Cattaraugus, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,79003,78690,77941,77711,77199,76748,76230,75863
" ""36009""","Cattaraugus, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34301,35309,36578,36614,38818,39239,41122,45200
" ""36011""","Cayuga, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2916493,2982966,3028214,3049610,3193713,3241502,3395553,3693832
" ""36011""","Cayuga, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,79112,78782,78323,77696,77495,77121,76450,76029
" ""36011""","Cayuga, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36865,37864,38663,39251,41212,42031,44415,48585
" ""36013""","Chautauqua, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,4585942,4711079,4822624,4824904,5076990,5087879,5248176,5716381
" ""36013""","Chautauqua, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,132884,131792,130582,129310,128424,127516,126636,126032
" ""36013""","Chautauqua, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34511,35746,36932,37313,39533,39900,41443,45357
" ""36015""","Chemung, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3353842,3429750,3462064,3451772,3592830,3692533,3808059,4084727
" ""36015""","Chemung, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,88230,87239,86771,85692,84825,84033,83404,82622
" ""36015""","Chemung, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38012,39314,39899,40281,42356,43941,45658,49439
" ""36017""","Chenango, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1770172,1818429,1853838,1872382,1958384,1981546,2044594,2235643
" ""36017""","Chenango, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,49489,49339,48794,48325,47842,47502,47234,46730
" ""36017""","Chenango, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35769,36856,37993,38746,40934,41715,43286,47842
" ""36019""","Clinton, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,3080268,3143115,3295701,3314459,3461707,3486441,3590117,3852647
" ""36019""","Clinton, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,81544,81497,80759,80521,80595,80675,80031,79778
" ""36019""","Clinton, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37774,38567,40809,41163,42952,43216,44859,48292
" ""36021""","Columbia, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2897973,3036749,3119064,3162641,3272224,3301635,3404287,3623188
" ""36021""","Columbia, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,62153,61956,61451,60801,60312,59852,59582,59534
" ""36021""","Columbia, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,46626,49015,50757,52016,54255,55163,57136,60859
" ""36023""","Cortland, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1666205,1700912,1799829,1784802,1877808,1926389,1963355,2159385
" ""36023""","Cortland, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,48913,48747,48299,47950,47834,47721,47410,47173
" ""36023""","Cortland, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,34065,34893,37264,37222,39257,40368,41412,45776
" ""36025""","Delaware, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1573628,1628734,1623818,1624409,1721463,1752429,1886145,2013310
" ""36025""","Delaware, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,46806,46567,45895,45399,45061,44624,44356,43938
" ""36025""","Delaware, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33620,34976,35381,35781,38203,39271,42523,45822
" ""36027""","Dutchess, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,13771464,14128684,14779342,15191026,15903473,16394511,17170627,18277871
" ""36027""","Dutchess, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,296292,295162,294105,293065,293512,293814,293934,293293
" ""36027""","Dutchess, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,46479,47868,50252,51835,54183,55799,58417,62319
" ""36029""","Erie, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,39291089,40441404,42221339,42993561,45190213,46397340,48020809,52051398
" ""36029""","Erie, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,921015,921934,920858,918992,919378,919941,918813,917241
" ""36029""","Erie, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42661,43866,45850,46783,49153,50435,52264,56748
" ""36031""","Essex, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1498681,1525583,1539253,1585419,1663976,1702692,1750550,1874932
" ""36031""","Essex, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,38610,38333,37973,37695,37521,37309,36987,36891
" ""36031""","Essex, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38816,39798,40535,42059,44348,45638,47329,50824
" ""36033""","Franklin, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1718656,1727072,1751809,1783216,1867745,1875305,1969356,2124783
" ""36033""","Franklin, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,51222,51110,50552,51073,50478,50325,50102,49965
" ""36033""","Franklin, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,33553,33791,34654,34915,37001,37264,39307,42525
" ""36035""","Fulton, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1942335,1972551,2066700,2138115,2244533,2297019,2372263,2585542
" ""36035""","Fulton, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,54353,53940,53812,53643,53815,53654,53336,52812
" ""36035""","Fulton, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35736,36569,38406,39858,41708,42812,44478,48957
" ""36037""","Genesee, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2230512,2294814,2370334,2356930,2451035,2508409,2595100,2819355
" ""36037""","Genesee, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,59127,58745,58488,58024,57828,57509,57414,56994
" ""36037""","Genesee, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,37724,39064,40527,40620,42385,43618,45200,49468
" ""36039""","Greene, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1947215,2024307,2091198,2116155,2204425,2229934,2310856,2476046
" ""36039""","Greene, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,48308,47963,47621,47481,47403,47401,47211,47177
" ""36039""","Greene, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40308,42206,43913,44568,46504,47044,48947,52484
" ""36041""","Hamilton, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,211302,228027,228047,232785,238233,241933,247329,260763
" ""36041""","Hamilton, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,4766,4701,4700,4558,4477,4453,4438,4345
" ""36041""","Hamilton, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,44335,48506,48521,51072,53213,54330,55730,60014
" ""36043""","Herkimer, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2299234,2305853,2349666,2368591,2490001,2519518,2659593,2880618
" ""36043""","Herkimer, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,63888,63393,62659,62434,62193,61760,61356,60945
" ""36043""","Herkimer, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35989,36374,37499,37938,40037,40795,43347,47266
" ""36045""","Jefferson, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,5011485,5043802,5046547,4975882,5148716,5206295,5385600,5833190
" ""36045""","Jefferson, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,118617,118121,116539,113280,113488,112266,110143,108095
" ""36045""","Jefferson, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,42249,42700,43304,43926,45368,46375,48896,53964
" ""36047""","Kings, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,99963030,105322651,112585383,117430347,126660474,133467280,139260719,150985034
" ""36047""","Kings, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,2587759,2601527,2608797,2608146,2594357,2580088,2562329,2538934
" ""36047""","Kings, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,38629,40485,43156,45024,48822,51730,54349,59468
" ""36049""","Lewis, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,1095916,1120654,1106006,1104071,1159255,1180429,1240993,1361521
" ""36049""","Lewis, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,27092,27085,26824,26656,26606,26503,26329,26187
" ""36049""","Lewis, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,40452,41375,41232,41419,43571,44539,47134,51992
" ""36051""","Livingston, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2308915,2378333,2428811,2518937,2801114,2901109,2900387,3081348
" ""36051""","Livingston, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,64612,64574,64336,64013,63503,63281,62893,62398
" ""36051""","Livingston, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,35735,36831,37752,39350,44110,45845,46116,49382
" ""36053""","Madison, NY",2,CAINC1,1.0,...,Personal income (thousands of dollars),Thousands of dollars,2660077,2761280,2849616,2899082,3057754,3103980,3221505,3463046
" ""36053""","Madison, NY",2,CAINC1,2.0,...,Population (persons) 1/,Number of persons,72490,72251,71779,71426,70993,71180,70875,70478
" ""36053""","Madison, NY",2,CAINC1,3.0,...,Per capita personal income (dollars) 2/,Dollars,36696,38218,39700,40589,43071,43607,45453,49137
